Expression,Value
86 * 15,1290
86 * 16,1376
86 - 17,69
86 / 17,5.0588235294117645
86 + 18,104
86 - 18,68
86 * 18,1548
86 / 18,4.777777777777778
86 * 19,1634
86 / 19,4.526315789473684
86 + 20,106
86 - 20,66
86 * 20,1720
86 + 21,107
86 * 21,1806
86 / 21,4.095238095238095
86 - 22,64
86 / 22,3.909090909090909
86 * 23,1978
86 / 23,3.739130434782609
86 / 24,3.5833333333333335
86 + 27,113
86 * 27,2322
86 / 27,3.185185185185185
86 - 28,58
86 * 28,2408
86 / 28,3.0714285714285716
86 + 29,115
86 * 29,2494
86 + 30,116
86 - 30,56
86 * 30,2580
86 - 31,55
86 / 31,2.774193548387097
86 + 32,118
86 - 32,54
86 * 33,2838
86 / 33,2.606060606060606
86 + 34,120
86 - 34,52
86 * 34,2924
86 / 34,2.5294117647058822
86 * 35,3010
86 / 35,2.4571428571428573
86 / 36,2.388888888888889
86 + 37,123
86 - 37,49
86 * 37,3182
86 / 37,2.324324324324324
86 * 39,3354
86 / 39,2.2051282051282053
86 * 40,3440
86 / 40,2.15
86 - 41,45
86 + 42,128
86 - 42,44
86 + 44,130
86 / 44,1.9545454545454546
86 / 45,1.9111111111111112
86 + 46,132
86 - 46,40
86 * 46,3956
86 / 46,1.8695652173913044
86 + 47,133
86 - 47,39
86 * 47,4042
86 + 48,134
86 - 48,38
86 - 49,37
86 / 49,1.7551020408163265
86 * 50,4300
86 / 50,1.72
86 - 51,35
86 * 51,4386
86 / 51,1.6862745098039216
86 + 52,138
86 * 52,4472
86 + 54,140
86 - 54,32
86 * 54,4644
86 / 54,1.5925925925925926
86 + 55,141
86 - 56,30
86 / 56,1.5357142857142858
86 / 59,1.4576271186440677
86 + 60,146
86 * 60,5160
86 / 60,1.4333333333333333
86 + 61,147
86 - 61,25
86 * 61,5246
86 + 62,148
86 - 62,24
86 / 62,1.3870967741935485
86 * 63,5418
86 - 64,22
86 * 64,5504
86 / 64,1.34375
86 + 65,151
86 - 65,21
86 * 65,5590
86 + 66,152
86 - 66,20
86 / 66,1.303030303030303
86 + 67,153
86 - 67,19
86 * 67,5762
86 + 68,154
86 - 68,18
86 * 68,5848
86 / 68,1.2647058823529411
86 + 69,155
86 * 69,5934
86 + 70,156
86 * 70,6020
86 + 71,157
86 - 71,15
86 * 71,6106
86 / 71,1.2112676056338028
86 + 72,158
86 * 72,6192
86 / 72,1.1944444444444444
86 - 73,13
86 * 73,6278
86 / 73,1.178082191780822
86 * 74,6364
86 / 74,1.162162162162162
86 + 75,161
86 / 75,1.1466666666666667
86 + 76,162
86 - 76,10
86 * 76,6536
86 * 77,6622
86 / 77,1.1168831168831168
86 * 78,6708
86 / 78,1.1025641025641026
86 - 79,7
86 * 79,6794
86 + 81,167
86 * 81,6966
86 + 82,168
86 - 82,4
86 + 83,169
86 * 83,7138
86 - 84,2
86 * 84,7224
86 / 84,1.0238095238095237
86 - 85,1
86 * 85,7310
86 / 85,1.011764705882353
86 + 86,172
86 - 86,0
86 * 86,7396
86 + 87,173
86 - 87,-1
86 * 87,7482
86 / 87,0.9885057471264368
86 + 88,174
86 * 88,7568
86 / 88,0.9772727272727273
86 + 89,175
86 - 89,-3
86 * 89,7654
86 + 90,176
86 + 92,178
86 * 92,7912
86 / 92,0.9347826086956522
86 + 93,179
86 - 93,-7
86 * 93,7998
86 / 93,0.9247311827956989
86 - 94,-8
86 / 95,0.9052631578947369
86 - 96,-10
86 * 96,8256
86 / 96,0.8958333333333334
86 + 97,183
86 / 97,0.8865979381443299
86 - 98,-12
86 * 98,8428
86 / 98,0.8775510204081632
86 - 99,-13
86 / 99,0.8686868686868687
87 + 0,87
87 - 0,87
87 * 0,0
87 + 1,88
87 - 1,86
87 * 1,87
87 / 1,87.0
87 * 2,174
87 * 3,261
87 / 3,29.0
87 + 5,92
87 - 5,82
87 * 5,435
87 / 6,14.5
87 * 7,609
87 + 8,95
87 - 8,79
87 + 9,96
87 - 10,77
87 / 11,7.909090909090909
87 - 12,75
87 * 12,1044
87 * 13,1131
87 + 14,101
87 - 14,73
87 * 14,1218
87 / 14,6.214285714285714
87 - 15,72
87 * 15,1305
87 - 16,71
87 / 16,5.4375
87 + 17,104
87 * 17,1479
87 - 18,69
87 * 18,1566
87 + 19,106
87 * 19,1653
87 / 19,4.578947368421052
87 - 20,67
87 * 20,1740
87 / 20,4.35
87 + 21,108
87 * 21,1827
87 / 21,4.142857142857143
87 + 22,109
87 - 22,65
87 / 22,3.9545454545454546
87 + 23,110
87 - 23,64
87 / 23,3.782608695652174
87 + 24,111
87 * 25,2175
87 / 25,3.48
87 * 26,2262
87 / 26,3.3461538461538463
87 * 27,2349
87 / 27,3.2222222222222223
87 - 28,59
87 * 28,2436
87 - 29,58
87 * 29,2523
87 / 29,3.0
87 - 30,57
87 + 31,118
87 / 31,2.806451612903226
87 - 32,55
87 * 32,2784
87 / 32,2.71875
87 - 33,54
87 * 33,2871
87 + 34,121
87 - 34,53
87 / 34,2.5588235294117645
87 + 35,122
87 / 35,2.4857142857142858
87 - 36,51
87 / 36,2.4166666666666665
87 - 37,50
87 * 37,3219
87 + 38,125
87 * 38,3306
87 / 38,2.289473684210526
87 - 39,48
87 * 39,3393
87 - 40,47
87 / 40,2.175
87 - 41,46
87 / 41,2.1219512195121952
87 - 42,45
87 * 42,3654
87 + 43,130
87 - 44,43
87 * 44,3828
87 / 44,1.9772727272727273
87 * 45,3915
87 * 46,4002
87 / 46,1.891304347826087
87 + 47,134
87 - 47,40
87 - 48,39
87 / 48,1.8125
87 - 49,38
87 / 49,1.7755102040816326
87 - 50,37
87 / 50,1.74
87 + 51,138
87 * 51,4437
87 / 51,1.7058823529411764
87 - 52,35
87 * 52,4524
87 + 53,140
87 + 54,141
87 - 54,33
87 * 54,4698
87 / 54,1.6111111111111112
87 + 55,142
87 * 55,4785
87 - 56,31
87 + 57,144
87 - 57,30
87 * 57,4959
87 / 57,1.5263157894736843
87 + 58,145
87 * 58,5046
87 / 58,1.5
87 * 59,5133
87 + 60,147
87 * 60,5220
87 / 60,1.45
87 + 61,148
87 - 61,26
87 * 61,5307
87 + 62,149
87 - 62,25
87 * 62,5394
87 / 62,1.403225806451613
87 + 63,150
87 - 63,24
87 - 64,23
87 * 64,5568
87 / 64,1.359375
87 - 65,22
87 * 65,5655
87 / 65,1.3384615384615384
87 + 66,153
87 - 66,21
87 * 66,5742
87 - 67,20
87 * 67,5829
87 + 68,155
87 - 68,19
87 + 69,156
87 - 69,18
87 * 69,6003
87 / 69,1.2608695652173914
87 / 70,1.2428571428571429
87 - 71,16
87 * 71,6177
87 / 71,1.2253521126760563
87 - 72,15
87 * 72,6264
87 - 73,14
87 * 73,6351
87 + 74,161
87 / 74,1.1756756756756757
87 + 75,162
87 * 75,6525
87 / 76,1.144736842105263
87 + 77,164
87 * 77,6699
87 / 77,1.12987012987013
87 / 78,1.1153846153846154
87 / 79,1.1012658227848102
87 - 80,7
87 * 80,6960
87 + 81,168
87 - 81,6
87 + 82,169
87 / 82,1.0609756097560976
87 + 83,170
87 * 84,7308
87 / 84,1.0357142857142858
87 + 85,172
87 - 85,2
87 + 86,173
87 - 86,1
87 / 86,1.0116279069767442
87 + 87,174
87 * 87,7569
87 + 88,175
87 - 88,-1
87 + 89,176
87 - 89,-2
87 * 89,7743
87 / 89,0.9775280898876404
87 + 90,177
87 - 90,-3
87 / 90,0.9666666666666667
87 - 92,-5
87 / 92,0.9456521739130435
87 - 93,-6
87 * 93,8091
87 / 93,0.9354838709677419
87 - 94,-7
87 / 94,0.925531914893617
87 * 95,8265
87 / 95,0.9157894736842105
87 + 96,183
87 - 96,-9
87 * 96,8352
87 / 97,0.8969072164948454
87 + 98,185
87 - 98,-11
87 * 98,8526
87 + 99,186
87 - 99,-12
87 * 99,8613
87 / 99,0.8787878787878788
88 - 0,88
88 * 0,0
88 - 1,87
88 / 1,88.0
88 - 2,86
88 / 2,44.0
88 - 3,85
88 / 3,29.333333333333332
88 + 4,92
88 + 5,93
88 - 5,83
88 * 5,440
88 / 5,17.6
88 + 7,95
88 - 7,81
88 * 9,792
88 / 9,9.777777777777779
88 - 10,78
88 / 10,8.8
88 - 11,77
88 * 11,968
88 - 12,76
88 * 12,1056
88 + 13,101
88 * 13,1144
88 * 14,1232
88 / 14,6.285714285714286
88 + 15,103
88 - 15,73
88 * 15,1320
88 / 15,5.866666666666666
88 - 16,72
88 / 16,5.5
88 + 17,105
88 * 17,1496
88 - 18,70
88 - 19,69
88 / 19,4.631578947368421
88 + 20,108
88 * 20,1760
88 / 20,4.4
88 * 21,1848
88 / 21,4.190476190476191
88 / 22,4.0
88 + 23,111
88 + 24,112
88 * 24,2112
88 / 24,3.6666666666666665
88 + 25,113
88 - 25,63
88 * 25,2200
88 / 25,3.52
88 + 26,114
88 - 26,62
88 * 26,2288
88 + 27,115
88 - 27,61
88 - 28,60
88 * 28,2464
88 / 28,3.142857142857143
88 - 29,59
88 / 29,3.0344827586206895
88 / 30,2.933333333333333
88 / 31,2.838709677419355
88 / 32,2.75
88 + 33,121
88 * 33,2904
88 + 34,122
88 * 34,2992
88 + 36,124
88 - 36,52
88 / 36,2.4444444444444446
88 + 37,125
88 - 37,51
88 / 37,2.3783783783783785
88 / 38,2.3157894736842106
88 + 39,127
88 / 39,2.2564102564102564
88 + 40,128
88 * 40,3520
88 + 41,129
88 * 41,3608
88 / 41,2.1463414634146343
88 * 42,3696
88 / 42,2.0952380952380953
88 - 43,45
88 * 44,3872
88 + 45,133
88 / 45,1.9555555555555555
88 + 46,134
88 - 46,42
88 * 46,4048
88 - 47,41
88 + 48,136
88 * 48,4224
88 - 49,39
88 * 49,4312
88 + 50,138
88 - 50,38
88 / 50,1.76
88 + 51,139
88 - 51,37
88 + 52,140
88 * 52,4576
88 / 52,1.6923076923076923
88 + 53,141
88 * 53,4664
88 * 54,4752
88 / 54,1.6296296296296295
88 + 55,143
88 - 55,33
88 - 56,32
88 * 56,4928
88 / 56,1.5714285714285714
88 + 57,145
88 / 57,1.543859649122807
88 + 58,146
88 / 58,1.5172413793103448
88 - 59,29
88 * 59,5192
88 + 60,148
88 - 60,28
88 + 61,149
88 / 61,1.4426229508196722
88 + 62,150
88 - 63,25
88 * 63,5544
88 / 63,1.3968253968253967
88 * 66,5808
88 / 66,1.3333333333333333
88 - 67,21
88 / 67,1.3134328358208955
88 + 68,156
88 * 68,5984
88 + 69,157
88 - 69,19
88 * 69,6072
88 / 69,1.2753623188405796
88 - 70,18
88 * 70,6160
88 + 71,159
88 * 71,6248
88 / 71,1.2394366197183098
88 - 72,16
88 + 73,161
88 / 73,1.2054794520547945
88 - 75,13
88 / 75,1.1733333333333333
88 + 76,164
88 * 76,6688
88 + 77,165
88 * 77,6776
88 + 78,166
88 * 78,6864
88 * 79,6952
88 - 80,8
88 / 80,1.1
88 - 81,7
88 / 81,1.0864197530864197
88 + 82,170
88 - 83,5
88 / 83,1.0602409638554218
88 + 84,172
88 / 86,1.0232558139534884
88 - 87,1
88 / 87,1.0114942528735633
88 - 89,-1
88 * 89,7832
88 + 90,178
88 - 90,-2
88 - 91,-3
88 * 91,8008
88 / 91,0.967032967032967
88 + 92,180
88 - 92,-4
88 * 92,8096
88 + 93,181
88 * 93,8184
88 / 93,0.946236559139785
88 / 94,0.9361702127659575
88 + 95,183
88 - 95,-7
88 * 95,8360
88 / 95,0.9263157894736842
88 - 97,-9
88 * 97,8536
88 - 98,-10
88 * 98,8624
88 / 98,0.8979591836734694
88 + 99,187
88 - 99,-11
88 * 99,8712
88 / 99,0.8888888888888888
89 - 0,89
89 * 0,0
89 * 1,89
89 / 1,89.0
89 + 2,91
89 / 2,44.5
89 + 3,92
89 - 3,86
89 / 3,29.666666666666668
89 * 4,356
89 + 5,94
89 - 5,84
89 / 5,17.8
89 - 6,83
89 * 6,534
89 * 7,623
89 - 8,81
89 * 8,712
89 + 9,98
89 / 9,9.88888888888889
89 - 10,79
89 * 10,890
89 + 11,100
89 * 11,979
89 / 11,8.090909090909092
89 - 12,77
89 * 12,1068
89 + 13,102
89 - 14,75
89 * 14,1246
89 - 15,74
89 / 15,5.933333333333334
89 + 16,105
89 - 16,73
89 / 16,5.5625
89 / 17,5.235294117647059
89 / 18,4.944444444444445
89 + 19,108
89 - 19,70
89 / 19,4.684210526315789
89 + 21,110
89 - 21,68
89 / 21,4.238095238095238
89 * 22,1958
89 / 22,4.045454545454546
89 + 23,112
89 - 23,66
89 * 23,2047
89 * 24,2136
89 + 25,114
89 - 25,64
89 * 25,2225
89 / 25,3.56
89 - 26,63
89 * 26,2314
89 + 27,116
89 - 27,62
89 - 28,61
89 * 28,2492
89 / 28,3.1785714285714284
89 + 29,118
89 - 29,60
89 * 30,2670
89 - 31,58
89 * 31,2759
89 / 31,2.870967741935484
89 + 32,121
89 * 32,2848
89 / 32,2.78125
89 + 33,122
89 - 33,56
89 * 33,2937
89 - 34,55
89 / 34,2.6176470588235294
89 + 35,124
89 - 35,54
89 * 35,3115
89 / 35,2.5428571428571427
89 * 36,3204
89 / 36,2.4722222222222223
89 / 37,2.4054054054054053
89 * 38,3382
89 + 39,128
89 + 40,129
89 - 40,49
89 / 40,2.225
89 / 41,2.1707317073170733
89 / 42,2.119047619047619
89 + 43,132
89 * 43,3827
89 + 44,133
89 - 44,45
89 + 45,134
89 / 45,1.9777777777777779
89 + 46,135
89 - 46,43
89 * 46,4094
89 / 46,1.934782608695652
89 + 48,137
89 - 48,41
89 * 48,4272
89 / 48,1.8541666666666667
89 - 49,40
89 * 49,4361
89 + 50,139
89 / 50,1.78
89 - 51,38
89 + 52,141
89 / 52,1.7115384615384615
89 - 53,36
89 * 53,4717
89 + 54,143
89 - 54,35
89 * 55,4895
89 / 55,1.6181818181818182
89 - 58,31
89 - 59,30
89 * 59,5251
89 - 61,28
89 * 61,5429
89 + 62,151
89 - 62,27
89 * 63,5607
89 + 65,154
89 / 65,1.3692307692307693
89 + 66,155
89 - 66,23
89 * 67,5963
89 / 67,1.328358208955224
89 + 68,157
89 - 68,21
89 + 69,158
89 - 69,20
89 * 69,6141
89 + 70,159
89 - 70,19
89 * 70,6230
89 / 70,1.2714285714285714
89 + 71,160
89 - 71,18
89 / 71,1.2535211267605635
89 - 72,17
89 * 72,6408
89 / 72,1.2361111111111112
89 + 73,162
89 - 73,16
89 / 73,1.2191780821917808
89 + 74,163
89 * 74,6586
89 - 75,14
89 / 75,1.1866666666666668
89 - 76,13
89 + 78,167
89 * 78,6942
89 / 78,1.141025641025641
89 + 79,168
89 * 79,7031
89 + 80,169
89 - 80,9
89 / 80,1.1125
89 + 81,170
89 - 81,8
89 * 81,7209
89 + 82,171
89 - 82,7
89 * 82,7298
89 + 83,172
89 - 84,5
89 + 85,174
89 - 86,3
89 * 86,7654
89 + 87,176
89 * 87,7743
89 / 87,1.0229885057471264
89 + 88,177
89 - 88,1
89 / 88,1.0113636363636365
89 - 89,0
89 * 89,7921
89 + 90,179
89 - 90,-1
89 * 90,8010
89 / 90,0.9888888888888889
89 + 91,180
89 / 92,0.967391304347826
89 - 93,-4
89 + 94,183
89 / 95,0.9368421052631579
89 / 96,0.9270833333333334
89 + 97,186
89 * 97,8633
89 / 97,0.9175257731958762
89 * 98,8722
89 + 99,188
89 * 99,8811
90 + 0,90
90 - 0,90
90 + 1,91
90 / 1,90.0
90 + 2,92
90 - 2,88
90 * 2,180
90 / 2,45.0
90 + 3,93
90 * 3,270
90 / 3,30.0
90 + 4,94
90 - 4,86
90 * 4,360
90 / 4,22.5
90 + 5,95
90 - 5,85
90 * 6,540
90 / 6,15.0
90 + 7,97
90 + 8,98
90 / 8,11.25
90 / 9,10.0
90 / 10,9.0
90 - 11,79
90 + 12,102
90 * 12,1080
90 / 12,7.5
90 + 13,103
90 - 13,77
90 * 13,1170
90 / 13,6.923076923076923
90 + 14,104
90 / 14,6.428571428571429
90 * 15,1350
90 / 15,6.0
90 + 16,106
90 - 16,74
90 - 17,73
90 / 17,5.294117647058823
90 - 18,72
90 * 18,1620
90 / 18,5.0
90 + 19,109
90 * 19,1710
90 / 19,4.7368421052631575
90 + 21,111
90 * 21,1890
90 / 21,4.285714285714286
90 * 22,1980
90 / 22,4.090909090909091
90 * 23,2070
90 / 23,3.9130434782608696
90 / 24,3.75
90 + 25,115
90 * 25,2250
90 + 26,116
90 * 26,2340
90 / 26,3.4615384615384617
90 * 27,2430
90 / 27,3.3333333333333335
90 / 28,3.2142857142857144
90 + 29,119
90 - 29,61
90 * 29,2610
90 / 29,3.103448275862069
90 * 30,2700
90 + 31,121
90 - 31,59
90 * 31,2790
90 + 32,122
90 + 33,123
90 - 33,57
90 + 34,124
90 - 34,56
90 / 34,2.6470588235294117
90 - 35,55
90 / 35,2.5714285714285716
90 - 37,53
90 * 37,3330
90 + 38,128
90 / 38,2.3684210526315788
90 - 39,51
90 + 40,130
90 / 40,2.25
90 * 41,3690
90 / 41,2.1951219512195124
90 / 42,2.142857142857143
90 + 43,133
90 / 43,2.0930232558139537
90 + 44,134
90 / 44,2.0454545454545454
90 + 45,135
90 - 45,45
90 * 46,4140
90 + 47,137
90 * 47,4230
90 / 47,1.9148936170212767
90 + 48,138
90 - 48,42
90 * 48,4320
90 / 48,1.875
90 * 49,4410
90 * 50,4500
90 - 51,39
90 * 51,4590
90 / 51,1.7647058823529411
90 + 52,142
90 / 52,1.7307692307692308
90 * 53,4770
90 / 53,1.6981132075471699
90 - 54,36
90 * 54,4860
90 + 56,146
90 - 56,34
90 + 58,148
90 + 61,151
90 * 61,5490
90 / 62,1.4516129032258065
90 / 63,1.4285714285714286
90 + 65,155
90 * 65,5850
90 + 66,156
90 - 66,24
90 / 66,1.3636363636363635
90 - 67,23
90 + 69,159
90 - 69,21
90 / 69,1.3043478260869565
90 * 70,6300
90 + 71,161
90 * 71,6390
90 - 72,18
90 / 72,1.25
90 + 74,164
90 - 75,15
90 * 75,6750
90 / 75,1.2
90 + 76,166
90 * 76,6840
90 - 77,13
90 - 78,12
90 * 78,7020
90 / 78,1.1538461538461537
90 + 79,169
90 - 79,11
90 / 79,1.139240506329114
90 + 80,170
90 * 80,7200
90 + 81,171
90 - 81,9
90 - 82,8
90 * 82,7380
90 / 82,1.0975609756097562
90 + 83,173
90 - 83,7
90 + 84,174
90 + 85,175
90 + 86,176
90 - 86,4
90 + 87,177
90 * 87,7830
90 * 88,7920
90 + 89,179
90 * 89,8010
90 / 89,1.0112359550561798
90 + 90,180
90 * 90,8100
90 + 91,181
90 - 91,-1
90 * 91,8190
90 / 91,0.989010989010989
90 + 92,182
90 * 92,8280
90 / 92,0.9782608695652174
90 + 93,183
90 - 93,-3
90 * 93,8370
90 / 93,0.967741935483871
90 - 94,-4
90 / 94,0.9574468085106383
90 + 95,185
90 / 95,0.9473684210526315
90 + 96,186
90 - 96,-6
90 * 97,8730
90 / 97,0.9278350515463918
90 + 98,188
90 - 98,-8
90 * 98,8820
90 - 99,-9
91 * 0,0
91 + 1,92
91 - 1,90
91 / 1,91.0
91 + 2,93
91 - 2,89
91 * 2,182
91 + 3,94
91 - 3,88
91 / 3,30.333333333333332
91 + 4,95
91 * 4,364
91 + 5,96
91 * 5,455
91 / 5,18.2
91 * 6,546
91 / 6,15.166666666666666
91 * 7,637
91 + 8,99
91 + 9,100
91 - 10,81
91 / 10,9.1
91 + 11,102
91 - 11,80
91 / 11,8.272727272727273
91 - 12,79
91 * 12,1092
91 / 12,7.583333333333333
91 - 14,77
91 * 14,1274
91 / 14,6.5
91 - 15,76
91 + 16,107
91 - 16,75
91 * 16,1456
91 - 17,74
91 * 17,1547
91 * 18,1638
91 / 18,5.055555555555555
91 + 19,110
91 - 19,72
91 * 19,1729
91 + 20,111
91 + 21,112
91 - 22,69
91 + 23,114
91 / 23,3.9565217391304346
91 + 24,115
91 * 24,2184
91 + 25,116
91 - 25,66
91 * 25,2275
91 + 26,117
91 - 26,65
91 / 26,3.5
91 + 27,118
91 * 27,2457
91 / 27,3.3703703703703702
91 + 28,119
91 - 30,61
91 * 30,2730
91 + 31,122
91 - 31,60
91 / 31,2.935483870967742
91 * 32,2912
91 - 33,58
91 + 34,125
91 * 34,3094
91 / 34,2.676470588235294
91 - 35,56
91 * 35,3185
91 / 35,2.6
91 + 36,127
91 * 36,3276
91 / 36,2.5277777777777777
91 / 37,2.4594594594594597
91 - 38,53
91 / 38,2.3947368421052633
91 - 39,52
91 * 39,3549
91 + 40,131
91 * 40,3640
91 / 40,2.275
91 / 41,2.2195121951219514
91 + 42,133
91 * 42,3822
91 + 43,134
91 - 43,48
91 * 43,3913
91 - 44,47
91 - 45,46
91 / 45,2.022222222222222
91 * 46,4186
91 * 47,4277
91 + 48,139
91 - 48,43
91 * 48,4368
91 + 49,140
91 - 49,42
91 / 49,1.8571428571428572
91 + 50,141
91 / 50,1.82
91 + 51,142
91 * 51,4641
91 / 51,1.7843137254901962
91 + 52,143
91 - 52,39
91 * 52,4732
91 / 52,1.75
91 - 53,38
91 + 56,147
91 * 56,5096
91 / 56,1.625
91 * 57,5187
91 / 57,1.5964912280701755
91 * 58,5278
91 / 58,1.5689655172413792
91 / 59,1.5423728813559323
91 * 60,5460
91 / 60,1.5166666666666666
91 + 61,152
91 - 61,30
91 * 61,5551
91 - 62,29
91 * 62,5642
91 / 62,1.467741935483871
91 - 63,28
91 / 63,1.4444444444444444
91 * 64,5824
91 / 64,1.421875
91 - 65,26
91 / 65,1.4
91 - 66,25
91 / 66,1.378787878787879
91 + 68,159
91 - 68,23
91 * 69,6279
91 / 69,1.318840579710145
91 - 70,21
91 * 70,6370
91 / 70,1.3
91 + 71,162
91 - 71,20
91 * 71,6461
91 * 73,6643
91 + 74,165
91 - 74,17
91 - 75,16
91 - 76,15
91 / 76,1.1973684210526316
91 - 77,14
91 * 77,7007
91 / 77,1.1818181818181819
91 - 78,13
91 * 78,7098
91 / 78,1.1666666666666667
91 - 79,12
91 * 79,7189
91 + 80,171
91 / 80,1.1375
91 + 81,172
91 - 81,10
91 / 81,1.123456790123457
91 + 82,173
91 - 82,9
91 * 82,7462
91 - 83,8
91 * 83,7553
91 / 83,1.0963855421686748
91 - 84,7
91 / 84,1.0833333333333333
91 + 85,176
91 * 85,7735
91 - 87,4
91 / 87,1.0459770114942528
91 - 88,3
91 + 89,180
91 * 89,8099
91 + 90,181
91 - 90,1
91 - 91,0
91 - 92,-1
91 * 92,8372
91 + 93,184
91 - 93,-2
91 * 93,8463
91 + 94,185
91 - 94,-3
91 * 94,8554
91 - 95,-4
91 * 95,8645
91 / 95,0.9578947368421052
91 - 96,-5
91 + 97,188
91 / 97,0.9381443298969072
91 + 98,189
91 - 98,-7
91 / 98,0.9285714285714286
91 - 99,-8
91 / 99,0.9191919191919192
92 + 0,92
92 * 0,0
92 + 1,93
92 * 1,92
92 * 2,184
92 + 3,95
92 - 3,89
92 * 3,276
92 / 3,30.666666666666668
92 - 4,88
92 / 4,23.0
92 - 5,87
92 / 5,18.4
92 + 6,98
92 - 6,86
92 / 6,15.333333333333334
92 * 7,644
92 - 8,84
92 * 8,736
92 / 8,11.5
92 / 9,10.222222222222221
92 + 10,102
92 + 11,103
92 - 11,81
92 + 13,105
92 + 14,106
92 * 15,1380
92 / 15,6.133333333333334
92 + 16,108
92 - 16,76
92 * 16,1472
92 / 16,5.75
92 + 17,109
92 - 17,75
92 - 19,73
92 * 19,1748
92 / 19,4.842105263157895
92 - 20,72
92 * 20,1840
92 * 21,1932
92 / 21,4.380952380952381
92 + 22,114
92 / 22,4.181818181818182
92 + 23,115
92 * 23,2116
92 / 23,4.0
92 - 24,68
92 * 24,2208
92 / 24,3.8333333333333335
92 - 25,67
92 * 25,2300
92 / 25,3.68
92 - 26,66
92 + 27,119
92 * 27,2484
92 + 28,120
92 - 28,64
92 / 28,3.2857142857142856
92 + 29,121
92 / 30,3.066666666666667
92 - 31,61
92 + 32,124
92 - 32,60
92 * 32,2944
92 * 33,3036
92 / 33,2.787878787878788
92 + 34,126
92 - 34,58
92 - 35,57
92 + 36,128
92 * 37,3404
92 / 37,2.4864864864864864
92 - 38,54
92 * 38,3496
92 + 39,131
92 / 39,2.358974358974359
92 + 40,132
92 * 40,3680
92 / 40,2.3
92 - 41,51
92 * 41,3772
92 - 42,50
92 / 42,2.1904761904761907
92 * 43,3956
92 / 43,2.13953488372093
92 + 44,136
92 * 44,4048
92 - 45,47
92 * 46,4232
92 / 46,2.0
92 - 48,44
92 / 48,1.9166666666666667
92 + 49,141
92 * 49,4508
92 + 50,142
92 - 50,42
92 * 50,4600
92 + 51,143
92 - 51,41
92 * 51,4692
92 + 52,144
92 + 53,145
92 - 53,39
92 / 53,1.7358490566037736
92 + 54,146
92 * 54,4968
92 / 54,1.7037037037037037
92 + 55,147
92 * 55,5060
92 - 56,36
92 + 57,149
92 - 57,35
92 * 57,5244
92 * 58,5336
92 + 59,151
92 - 60,32
92 - 61,31
92 * 61,5612
92 / 62,1.4838709677419355
92 + 63,155
92 - 63,29
92 * 63,5796
92 - 64,28
92 / 64,1.4375
92 - 65,27
92 * 65,5980
92 + 66,158
92 - 66,26
92 / 66,1.393939393939394
92 + 67,159
92 * 67,6164
92 - 68,24
92 * 68,6256
92 + 70,162
92 - 70,22
92 * 70,6440
92 / 70,1.3142857142857143
92 / 71,1.295774647887324
92 - 72,20
92 * 72,6624
92 / 72,1.2777777777777777
92 + 73,165
92 - 73,19
92 * 73,6716
92 * 74,6808
92 / 74,1.2432432432432432
92 - 75,17
92 * 75,6900
92 / 75,1.2266666666666666
92 - 76,16
92 * 76,6992
92 + 77,169
92 - 77,15
92 * 77,7084
92 - 78,14
92 + 79,171
92 - 79,13
92 / 79,1.1645569620253164
92 - 81,11
92 * 81,7452
92 / 81,1.1358024691358024
92 * 82,7544
92 - 83,9
92 * 83,7636
92 / 83,1.108433734939759
92 + 84,176
92 / 84,1.0952380952380953
92 - 85,7
92 * 85,7820
92 / 85,1.0823529411764705
92 + 87,179
92 - 87,5
92 / 87,1.0574712643678161
92 + 88,180
92 - 88,4
92 * 88,8096
92 / 88,1.0454545454545454
92 + 89,181
92 - 89,3
92 * 89,8188
92 + 90,182
92 - 90,2
92 * 90,8280
92 + 91,183
92 - 91,1
92 / 91,1.010989010989011
92 + 92,184
92 * 92,8464
92 / 92,1.0
92 + 93,185
92 - 93,-1
92 * 93,8556
92 / 93,0.989247311827957
92 - 94,-2
92 / 94,0.9787234042553191
92 + 95,187
92 - 95,-3
92 * 95,8740
92 / 95,0.968421052631579
92 + 96,188
92 - 97,-5
92 * 97,8924
92 / 97,0.9484536082474226
92 + 98,190
92 - 98,-6
92 * 99,9108
92 / 99,0.9292929292929293
93 - 0,93
93 * 0,0
93 + 1,94
93 - 1,92
93 + 2,95
93 + 3,96
93 - 3,90
93 * 3,279
93 / 3,31.0
93 + 4,97
93 - 4,89
93 * 5,465
93 * 6,558
93 + 7,100
93 * 7,651
93 * 8,744
93 / 8,11.625
93 + 9,102
93 / 9,10.333333333333334
93 + 10,103
93 * 10,930
93 / 10,9.3
93 / 11,8.454545454545455
93 * 13,1209
93 + 14,107
93 - 14,79
93 - 15,78
93 * 15,1395
93 / 15,6.2
93 - 16,77
93 / 16,5.8125
93 / 17,5.470588235294118
93 / 18,5.166666666666667
93 + 19,112
93 * 19,1767
93 + 20,113
93 - 20,73
93 * 20,1860
93 - 22,71
93 * 22,2046
93 / 22,4.2272727272727275
93 * 23,2139
93 + 24,117
93 - 24,69
93 * 24,2232
93 + 25,118
93 + 26,119
93 * 26,2418
93 / 26,3.576923076923077
93 + 27,120
93 + 28,121
93 / 28,3.3214285714285716
93 + 29,122
93 - 29,64
93 - 30,63
93 / 30,3.1
93 + 31,124
93 - 31,62
93 - 32,61
