Expression,Value
29-46,-17
35-76,-41
31-15,16
94+45,139
55-47,8
78*51,3978
49+69,118
2-83,-81
8/59,0.13559322033898305
74/21,3.5238095238095237
57*15,855
67+99,166
4/83,0.04819277108433735
41+45,86
36-36,0
7*39,273
10/61,0.16393442622950818
26/48,0.5416666666666666
43/47,0.9148936170212766
56/30,1.8666666666666667
9/78,0.11538461538461539
48/34,1.411764705882353
18/37,0.4864864864864865
61/8,7.625
71+13,84
44-95,-51
68-2,66
56-70,-14
53/59,0.8983050847457628
92-92,0
92+41,133
60-76,-16
92-92,0
13/85,0.15294117647058825
9*84,756
2+9,11
3/58,0.05172413793103448
35-3,32
26*43,1118
80-84,-4
52/96,0.5416666666666666
47*22,1034
35+38,73
26/26,1.0
39*88,3432
98/86,1.1395348837209303
80/19,4.2105263157894735
89-57,32
57*44,2508
19+8,27
52/13,4.0
97*22,2134
44-90,-46
31*36,1116
33+97,130
67/42,1.5952380952380953
93+42,135
80/49,1.6326530612244898
16+35,51
14/2,7.0
15*23,345
88+98,186
99-64,35
59-55,4
58/94,0.6170212765957447
77+69,146
45+72,117
7*63,441
4+93,97
5*98,490
9/86,0.10465116279069768
77-35,42
99*21,2079
29-52,-23
55/31,1.7741935483870968
22+60,82
19*78,1482
38-9,29
69+99,168
25*4,100
94-78,16
73+93,166
97*2,194
99+19,118
37-54,-17
7*35,245
94*95,8930
4-75,-71
97/73,1.3287671232876712
79/87,0.9080459770114943
85/32,2.65625
17-65,-48
96/53,1.8113207547169812
35/67,0.5223880597014925
45*59,2655
92/99,0.9292929292929293
7-42,-35
24*25,600
60*27,1620
74*45,3330
80/79,1.0126582278481013
27+68,95
78*5,390
75-31,44
5/27,0.18518518518518517
2+48,50
87/53,1.6415094339622642
35-34,1
40*60,2400
90/40,2.25
75*66,4950
27-37,-10
68+31,99
80-40,40
35*51,1785
42+26,68
22-2,20
85+93,178
45+71,116
12*55,660
46+47,93
10-86,-76
81+22,103
30/64,0.46875
64*31,1984
85+1,86
51*62,3162
65/32,2.03125
31+45,76
5+30,35
77*54,4158
75/49,1.530612244897959
84*72,6048
99-81,18
55+38,93
61-2,59
74*44,3256
85+6,91
52/25,2.08
91/24,3.7916666666666665
63/42,1.5
73+30,103
46*49,2254
70*6,420
85+39,124
26+92,118
63/79,0.7974683544303798
63*18,1134
14-26,-12
29*58,1682
76+95,171
63-37,26
10*96,960
84/37,2.27027027027027
61+99,160
44-62,-18
31-95,-64
78*25,1950
50*60,3000
10/50,0.2
69*57,3933
81+83,164
22/63,0.3492063492063492
96+59,155
80/75,1.0666666666666667
26/38,0.6842105263157895
22/58,0.3793103448275862
42-63,-21
24-36,-12
89*85,7565
72*19,1368
5+53,58
9-0,9
91+78,169
74-95,-21
34-89,-55
45-92,-47
45+66,111
97*91,8827
4*11,44
81/61,1.3278688524590163
23/59,0.3898305084745763
45*65,2925
3*82,246
20/65,0.3076923076923077
31-4,27
35-1,34
17+79,96
70*19,1330
9*56,504
55*8,440
25-7,18
71/38,1.868421052631579
40*7,280
89/13,6.846153846153846
29*9,261
43*94,4042
31/40,0.775
78/79,0.9873417721518988
71/49,1.4489795918367347
21/18,1.1666666666666667
90/81,1.1111111111111112
51-86,-35
74/39,1.8974358974358974
50+42,92
37*28,1036
0+4,4
20/73,0.273972602739726
21/79,0.26582278481012656
63-75,-12
30+66,96
84+75,159
76+78,154
53/90,0.5888888888888889
22-99,-77
44*65,2860
32+26,58
69+26,95
41+23,64
95-83,12
98+54,152
17/56,0.30357142857142855
93-22,71
62/9,6.888888888888889
94*99,9306
85*61,5185
61+17,78
19/14,1.3571428571428572
86-24,62
80-78,2
1*32,32
18/88,0.20454545454545456
75-17,58
59/87,0.6781609195402298
2-10,-8
73-40,33
3/40,0.075
86/62,1.3870967741935485
54-88,-34
87/40,2.175
23/59,0.3898305084745763
57*55,3135
5+67,72
21*9,189
15+81,96
3+42,45
0/66,0.0
58*64,3712
5-42,-37
25-35,-10
19-77,-58
88+91,179
45/95,0.47368421052631576
21*45,945
83-63,20
33/60,0.55
18+57,75
33-29,4
28/82,0.34146341463414637
94/20,4.7
20+63,83
39*77,3003
58/41,1.4146341463414633
18*55,990
38/44,0.8636363636363636
96-75,21
90/50,1.8
74*56,4144
98+74,172
57*75,4275
23+78,101
88/80,1.1
69/80,0.8625
70-62,8
0-47,-47
83+46,129
30*15,450
59/57,1.0350877192982457
74*81,5994
68-60,8
26+3,29
82/68,1.2058823529411764
27-92,-65
67/16,4.1875
80/84,0.9523809523809523
88/60,1.4666666666666666
17-68,-51
92/46,2.0
14+98,112
21/42,0.5
21-88,-67
89/31,2.870967741935484
23-99,-76
17-74,-57
89*19,1691
34-10,24
7/68,0.10294117647058823
42/77,0.5454545454545454
9-43,-34
92-13,79
95-80,15
51/74,0.6891891891891891
97-80,17
29/94,0.30851063829787234
93-57,36
89*78,6942
81+15,96
71+83,154
4/87,0.04597701149425287
57/49,1.163265306122449
22-60,-38
29*10,290
81*40,3240
80*77,6160
62-17,45
1/28,0.03571428571428571
57-81,-24
72+29,101
90*83,7470
16/22,0.7272727272727273
73*91,6643
13+1,14
31+43,74
38-62,-24
42-66,-24
11-22,-11
80/22,3.6363636363636362
6/63,0.09523809523809523
63*71,4473
53*60,3180
15+64,79
18/70,0.2571428571428571
40+61,101
99+27,126
79/99,0.797979797979798
95/58,1.6379310344827587
15*72,1080
24*40,960
28/18,1.5555555555555556
91+97,188
92+70,162
22*33,726
28/29,0.9655172413793104
65*30,1950
27-93,-66
77*24,1848
47*68,3196
99-44,55
37*66,2442
96*24,2304
25/36,0.6944444444444444
25-54,-29
18*86,1548
74/97,0.7628865979381443
58*78,4524
10-1,9
35+72,107
36-17,19
74/5,14.8
68+43,111
23-83,-60
98+3,101
2-20,-18
81-74,7
73*31,2263
91+19,110
63*49,3087
38*46,1748
15-18,-3
84-29,55
32-28,4
2-13,-11
58+68,126
47/29,1.6206896551724137
57+99,156
56*77,4312
81+13,94
92*27,2484
65/18,3.611111111111111
41+74,115
76-59,17
56+46,102
65/74,0.8783783783783784
7*69,483
21/31,0.6774193548387096
95/41,2.317073170731707
64/35,1.8285714285714285
54-72,-18
55-36,19
3+68,71
2+14,16
32*40,1280
42-82,-40
17+50,67
3/17,0.17647058823529413
6*78,468
82-63,19
25/47,0.5319148936170213
87/25,3.48
23-66,-43
0/53,0.0
72*84,6048
29/83,0.3493975903614458
71*36,2556
99/28,3.5357142857142856
50+20,70
13+32,45
90+59,149
65*72,4680
86-27,59
43/21,2.0476190476190474
53/10,5.3
45*55,2475
89-39,50
43/63,0.6825396825396826
23/23,1.0
33/59,0.559322033898305
57+43,100
28*34,952
58-37,21
56-60,-4
30*76,2280
96+31,127
18+55,73
51+33,84
88+14,102
92-51,41
9/50,0.18
31-5,26
40*77,3080
9+1,10
38-80,-42
37*64,2368
96+22,118
0/71,0.0
4-5,-1
28*85,2380
35-95,-60
79/89,0.8876404494382022
78+22,100
66/91,0.7252747252747253
96*72,6912
71/38,1.868421052631579
90/88,1.0227272727272727
98*0,0
44*88,3872
7/26,0.2692307692307692
92+85,177
38*36,1368
19-79,-60
68-39,29
39/88,0.4431818181818182
96+90,186
5/25,0.2
1/88,0.011363636363636364
75-40,35
50-66,-16
71+84,155
25/48,0.5208333333333334
99/99,1.0
86+76,162
47+14,61
50+64,114
87/28,3.107142857142857
22*17,374
33*43,1419
82-46,36
62-46,16
66*25,1650
99+52,151
66*62,4092
66+17,83
26+14,40
49/2,24.5
46+5,51
7-30,-23
52-59,-7
10+78,88
51+47,98
51-36,15
35-64,-29
71-13,58
62+88,150
23*87,2001
33+59,92
28+83,111
30-45,-15
68-31,37
77*67,5159
11/61,0.18032786885245902
51-74,-23
17-15,2
51/39,1.3076923076923077
93-3,90
0+59,59
98+13,111
93-85,8
70*91,6370
13+29,42
27*91,2457
46-9,37
57+27,84
12/67,0.1791044776119403
55-10,45
4/4,1.0
27/73,0.3698630136986301
99-27,72
87*46,4002
72-98,-26
35-19,16
13*70,910
33-78,-45
31-45,-14
68-74,-6
18*86,1548
12+76,88
16*80,1280
5-65,-60
83*23,1909
93-75,18
2/21,0.09523809523809523
9*74,666
66/50,1.32
19-28,-9
52+51,103
49-54,-5
71+39,110
36-29,7
78*59,4602
42/14,3.0
70-47,23
79*32,2528
77-37,40
20*85,1700
82-47,35
56-65,-9
51/16,3.1875
35*10,350
48/14,3.4285714285714284
33+28,61
50-39,11
63/7,9.0
96+90,186
9/45,0.2
33/44,0.75
82+92,174
39*13,507
43-77,-34
66-53,13
1/87,0.011494252873563218
4*53,212
48/36,1.3333333333333333
10/21,0.47619047619047616
78*10,780
50*91,4550
73+90,163
86/52,1.6538461538461537
22-33,-11
83+10,93
45/26,1.7307692307692308
18/31,0.5806451612903226
24+11,35
61+5,66
9*27,243
76-80,-4
85*8,680
44*69,3036
40/68,0.5882352941176471
30-53,-23
98+73,171
14+96,110
17+7,24
19+59,78
64*75,4800
35/99,0.35353535353535354
31-40,-9
35-65,-30
4-34,-30
77/97,0.7938144329896907
37*52,1924
80-66,14
62*60,3720
48+52,100
46/93,0.4946236559139785
94/45,2.088888888888889
4/52,0.07692307692307693
36/55,0.6545454545454545
54/16,3.375
36/91,0.3956043956043956
36+68,104
61+60,121
76*19,1444
12+15,27
96/65,1.476923076923077
43/87,0.4942528735632184
27*60,1620
49-95,-46
93+99,192
11-42,-31
16-32,-16
59*23,1357
98/41,2.3902439024390243
11+45,56
60*59,3540
76*99,7524
81/85,0.9529411764705882
84+20,104
28+95,123
94*10,940
52-62,-10
20/41,0.4878048780487805
29*58,1682
24/19,1.263157894736842
17*59,1003
85/80,1.0625
3+61,64
29-78,-49
45*76,3420
39*43,1677
69/78,0.8846153846153846
91/32,2.84375
96-70,26
34-90,-56
36-27,9
10*50,500
77/29,2.6551724137931036
60/70,0.8571428571428571
67/55,1.2181818181818183
2-34,-32
24*62,1488
80+42,122
35-63,-28
67+38,105
51*29,1479
26+82,108
26*5,130
9/13,0.6923076923076923
40+67,107
39*37,1443
91+76,167
38-9,29
38*79,3002
79*17,1343
13*94,1222
81*23,1863
29-6,23
21*71,1491
82-39,43
5-35,-30
26*89,2314
83-97,-14
32/56,0.5714285714285714
45+18,63
22-62,-40
26-96,-70
72+59,131
67*27,1809
49/79,0.620253164556962
19/78,0.24358974358974358
90/7,12.857142857142858
25-21,4
51*44,2244
48+97,145
90+78,168
90-16,74
25/25,1.0
47*62,2914
56*44,2464
23-84,-61
13-82,-69
58*74,4292
26/18,1.4444444444444444
7+4,11
3+45,48
42*50,2100
69-73,-4
39/91,0.42857142857142855
13+16,29
23*16,368
55+2,57
57-28,29
46-13,33
54*30,1620
35+76,111
26*77,2002
6+60,66
4+19,23
22*50,1100
3/9,0.3333333333333333
28-40,-12
90*9,810
99/50,1.98
43+57,100
47-36,11
75+2,77
20+47,67
88+7,95
9/22,0.4090909090909091
72+55,127
12/44,0.2727272727272727
91*97,8827
51/70,0.7285714285714285
20*71,1420
84*51,4284
15/80,0.1875
62*20,1240
31*56,1736
6-31,-25
6+0,6
37*81,2997
41/68,0.6029411764705882
74-96,-22
47-18,29
55/23,2.391304347826087
42/35,1.2
14*71,994
17/58,0.29310344827586204
7+62,69
57/41,1.3902439024390243
28*89,2492
93/74,1.2567567567567568
13+65,78
47+66,113
49/58,0.8448275862068966
55+42,97
75+76,151
17*89,1513
6-25,-19
42-54,-12
74*13,962
66/43,1.5348837209302326
49/50,0.98
54-1,53
90-78,12
91/37,2.4594594594594597
48*44,2112
98-42,56
69+51,120
73+37,110
65-78,-13
29+95,124
31*96,2976
98+33,131
44+38,82
83*35,2905
23-26,-3
68-73,-5
97-14,83
1*49,49
36/51,0.7058823529411765
52/13,4.0
25*77,1925
58-40,18
54/17,3.176470588235294
54*14,756
29/95,0.30526315789473685
71*76,5396
24*59,1416
41/41,1.0
17*30,510
35+97,132
38*17,646
46*50,2300
86-95,-9
87*32,2784
84/3,28.0
56/18,3.111111111111111
1/55,0.01818181818181818
45/90,0.5
50-60,-10
92*82,7544
54+62,116
60-80,-20
52*80,4160
70*36,2520
79*1,79
62-83,-21
30-98,-68
53+55,108
17*72,1224
83/78,1.064102564102564
45-21,24
58-27,31
20*79,1580
36*45,1620
77/45,1.711111111111111
81*32,2592
85/40,2.125
40/70,0.5714285714285714
62-16,46
78-44,34
91/82,1.1097560975609757
29/49,0.5918367346938775
21+80,101
56-51,5
3+19,22
30-45,-15
53-91,-38
27/54,0.5
21/33,0.6363636363636364
67/97,0.6907216494845361
90-92,-2
63-13,50
37+41,78
41-4,37
9+50,59
8*78,624
47+44,91
25+37,62
25-30,-5
90+3,93
3-64,-61
38-27,11
13*85,1105
88-64,24
27+60,87
10/96,0.10416666666666667
78*61,4758
87*67,5829
10+97,107
69+99,168
84*70,5880
3+40,43
99/36,2.75
37-93,-56
67*72,4824
79-7,72
20/14,1.4285714285714286
70*34,2380
23-15,8
77+19,96
13+36,49
97/44,2.2045454545454546
81*97,7857
79+3,82
82-79,3
34-46,-12
59+8,67
25/4,6.25
44+19,63
6+70,76
41+42,83
34-65,-31
23-1,22
60-68,-8
48-98,-50
6*56,336
87/33,2.6363636363636362
59+22,81
57*66,3762
51-19,32
47-19,28
76-7,69
0*47,0
31/31,1.0
31*29,899
79*76,6004
27-59,-32
4-14,-10
28*3,84
41+86,127
10-10,0
2-85,-83
82/77,1.0649350649350648
75+34,109
31-76,-45
36+76,112
41/81,0.5061728395061729
79/81,0.9753086419753086
55-42,13
99/82,1.2073170731707317
19*16,304
36-60,-24
89+93,182
72+28,100
32+75,107
48/25,1.92
5-5,0
97/83,1.1686746987951808
55*30,1650
82-2,80
83*74,6142
93*68,6324
16-47,-31
67-89,-22
79/65,1.2153846153846153
13-88,-75
0+68,68
53*34,1802
56-61,-5
29+1,30
34+62,96
23/60,0.38333333333333336
46/36,1.2777777777777777
85+45,130
50-23,27
6-47,-41
66/74,0.8918918918918919
79/24,3.2916666666666665
65+10,75
88+82,170
36/98,0.3673469387755102
67+89,156
98/42,2.3333333333333335
79+56,135
70+46,116
65*32,2080
46+64,110
39+47,86
67-91,-24
40+52,92
90*70,6300
6/96,0.0625
99+40,139
26*97,2522
9/79,0.11392405063291139
83/83,1.0
26/30,0.8666666666666667
46+49,95
41+83,124
15+71,86
57*0,0
45+4,49
96-53,43
5-12,-7
8*1,8
50/15,3.3333333333333335
24-31,-7
71/4,17.75
15+72,87
99*82,8118
50-52,-2
80+69,149
55/55,1.0
87/44,1.9772727272727273
49*91,4459
6/27,0.2222222222222222
66+15,81
13*7,91
91-91,0
55/5,11.0
30*55,1650
69*72,4968
44*27,1188
74+90,164
60/41,1.4634146341463414
4/75,0.05333333333333334
37/70,0.5285714285714286
80+45,125
10/49,0.20408163265306123
52+80,132
69*29,2001
24+17,41
14-58,-44
42*71,2982
27+62,89
84*31,2604
88*44,3872
54+45,99
21-41,-20
24-14,10
42-29,13
95+9,104
68/80,0.85
85/43,1.9767441860465116
56-5,51
35/73,0.4794520547945205
71-67,4
88*53,4664
80*98,7840
31*72,2232
60/29,2.0689655172413794
18+82,100
97-35,62
62-29,33
19/96,0.19791666666666666
70-72,-2
79+65,144
12*17,204
37+58,95
43-27,16
34-51,-17
58/50,1.16
98/26,3.769230769230769
78*6,468
70-56,14
75/8,9.375
99*86,8514
7+57,64
13-15,-2
69/21,3.2857142857142856
0*30,0
3+27,30
65+75,140
1/73,0.0136986301369863
99/91,1.0879120879120878
55/70,0.7857142857142857
95/97,0.979381443298969
28+25,53
15*88,1320
89+70,159
8/65,0.12307692307692308
45-48,-3
21+23,44
22/29,0.7586206896551724
13+43,56
89-11,78
83-22,61
96-96,0
90-52,38
91*71,6461
66*47,3102
21-62,-41
68-59,9
28+31,59
31/9,3.4444444444444446
45-84,-39
35+1,36
65*26,1690
4*52,208
86+55,141
7*5,35
52*4,208
77+76,153
50+51,101
96*76,7296
7-84,-77
21-83,-62
36/54,0.6666666666666666
15-73,-58
38+35,73
8*86,688
8/7,1.1428571428571428
48+63,111
4/8,0.5
28-91,-63
79+93,172
85*37,3145
26*13,338
92*69,6348
89/97,0.9175257731958762
34-56,-22
53*16,848
2*4,8
62-68,-6
60*67,4020
69*9,621
41/48,0.8541666666666666
35/46,0.7608695652173914
56*66,3696
69+95,164
12+33,45
90/24,3.75
8-6,2
82*52,4264
42+2,44
10-34,-24
71-9,62
51*37,1887
6+26,32
41*86,3526
5/21,0.23809523809523808
58-90,-32
93-53,40
37*81,2997
43-99,-56
92-52,40
79/60,1.3166666666666667
24+9,33
13-51,-38
18-25,-7
93/41,2.268292682926829
43+58,101
29/80,0.3625
93*2,186
53*82,4346
24-30,-6
86+85,171
39*73,2847
96*19,1824
4*17,68
58+56,114
96/37,2.5945945945945947
49*69,3381
64-68,-4
69*28,1932
95/53,1.7924528301886793
68-22,46
42/13,3.230769230769231
9*42,378
26-25,1
99-85,14
16-66,-50
1-83,-82
65-26,39
30-17,13
79-41,38
14+60,74
70-16,54
7*52,364
68/23,2.9565217391304346
97-55,42
29-7,22
37/75,0.49333333333333335
6-40,-34
94+65,159
0+59,59
10/51,0.19607843137254902
17/19,0.8947368421052632
8*33,264
47/1,47.0
77+58,135
62-38,24
8/90,0.08888888888888889
17/13,1.3076923076923077
11*98,1078
24+71,95
0*10,0
6*88,528
84-84,0
90*23,2070
79+22,101
2-88,-86
62/76,0.8157894736842105
74-64,10
96+76,172
90/22,4.090909090909091
58*45,2610
27/30,0.9
10+27,37
21/90,0.23333333333333334
89-4,85
80/5,16.0
83*81,6723
18*32,576
56-81,-25
14-86,-72
77*10,770
34/65,0.5230769230769231
55*66,3630
18/83,0.21686746987951808
90+74,164
5/73,0.0684931506849315
78/73,1.0684931506849316
2-20,-18
12+84,96
31*37,1147
85-61,24
15-84,-69
47/62,0.7580645161290323
75+4,79
44-26,18
64*76,4864
17*75,1275
20*12,240
49*51,2499
48-46,2
71/58,1.2241379310344827
2/71,0.028169014084507043
24*0,0
12-66,-54
47/89,0.5280898876404494
80-28,52
13/10,1.3
85*80,6800
79+20,99
36/71,0.5070422535211268
49+94,143
19*19,361
92*36,3312
57/34,1.6764705882352942
56/28,2.0
39/13,3.0
61*46,2806
4-73,-69
73+13,86
66/80,0.825
62*78,4836
65-49,16
96+17,113
11/17,0.6470588235294118
79*83,6557
73/60,1.2166666666666666
17-17,0
10*16,160
14*1,14
6-44,-38
76*31,2356
81*60,4860
35*74,2590
40-28,12
43-75,-32
15-63,-48
50*37,1850
46/21,2.1904761904761907
50-83,-33
27-4,23
42*93,3906
16-64,-48
96*55,5280
31-43,-12
86*95,8170
62-43,19
34+17,51
80/94,0.851063829787234
4-78,-74
61/33,1.8484848484848484
85-80,5
8*67,536
43-29,14
27*12,324
94+78,172
89+91,180
43+26,69
40*91,3640
72-17,55
59/14,4.214285714285714
64+77,141
9/77,0.11688311688311688
69*44,3036
98+57,155
32*44,1408
64*75,4800
1*91,91
62-88,-26
73*66,4818
90*67,6030
80/82,0.975609756097561
9/80,0.1125
91/89,1.0224719101123596
22*40,880
49+86,135
61*55,3355
3+90,93
14*66,924
34/73,0.4657534246575342
49/76,0.6447368421052632
42+82,124
95/74,1.2837837837837838
25*40,1000
81*82,6642
93*3,279
95/66,1.4393939393939394
18*73,1314
3-68,-65
52-81,-29
80-10,70
46-58,-12
22*28,616
95+55,150
72*73,5256
34+11,45
46/8,5.75
93-0,93
76-2,74
84/57,1.4736842105263157
26-35,-9
98-39,59
64/61,1.0491803278688525
83/18,4.611111111111111
94+39,133
29-96,-67
90/66,1.3636363636363635
27/76,0.35526315789473684
63-47,16
81*58,4698
17+83,100
11/91,0.12087912087912088
3*58,174
98+78,176
17*68,1156
96-23,73
0+26,26
89-8,81
10-15,-5
92*91,8372
37*30,1110
60*25,1500
77+35,112
67-16,51
86*98,8428
35+0,35
54-61,-7
78/69,1.1304347826086956
67+17,84
45*72,3240
95/74,1.2837837837837838
38-66,-28
86+84,170
63-8,55
21*96,2016
59+22,81
46-36,10
25+14,39
14-48,-34
24/15,1.6
99-7,92
76+38,114
68*14,952
43*95,4085
47/65,0.7230769230769231
53/97,0.5463917525773195
17-26,-9
8-92,-84
72+72,144
34-76,-42
38-17,21
50-99,-49
23+34,57
83/78,1.064102564102564
77*39,3003
14-34,-20
12+59,71
28*75,2100
32/85,0.3764705882352941
96+26,122
43/43,1.0
96+28,124
26*5,130
59-61,-2
51*56,2856
58-76,-18
68-10,58
66-25,41
43-90,-47
5-38,-33
62/37,1.6756756756756757
29*69,2001
90-9,81
38/44,0.8636363636363636
29+81,110
14+95,109
49+64,113
40+8,48
36-21,15
49*26,1274
4+22,26
98-17,81
11-39,-28
18*28,504
23+65,88
82*27,2214
43*99,4257
68-85,-17
57*54,3078
15+59,74
20+94,114
59-68,-9
28*16,448
74-23,51
45+3,48
64+42,106
37*57,2109
88+58,146
74+68,142
90/92,0.9782608695652174
66/35,1.8857142857142857
43+77,120
71-9,62
20/17,1.1764705882352942
30*9,270
82*68,5576
47/78,0.6025641025641025
83+35,118
45-9,36
17-86,-69
94+38,132
97*65,6305
63-8,55
24/26,0.9230769230769231
57-59,-2
73/76,0.9605263157894737
16*27,432
54+95,149
10/34,0.29411764705882354
3+17,20
25-29,-4
36*33,1188
55/13,4.230769230769231
21*10,210
31+71,102
42*95,3990
97-57,40
55-39,16
68*72,4896
82/40,2.05
74/34,2.176470588235294
79*93,7347
69*83,5727
28+44,72
9/41,0.21951219512195122
30-25,5
46+67,113
22/61,0.36065573770491804
84+19,103
25-57,-32
68-86,-18
70*16,1120
88*77,6776
66/4,16.5
6/52,0.11538461538461539
95/19,5.0
95-20,75
21+11,32
0/11,0.0
90/30,3.0
44*10,440
32-77,-45
9/47,0.19148936170212766
29*83,2407
90-40,50
50*73,3650
72+46,118
4-32,-28
58+7,65
12-44,-32
21-88,-67
24/95,0.25263157894736843
48*22,1056
73-59,14
28+49,77
70/67,1.044776119402985
20-67,-47
41*1,41
51*16,816
86+29,115
88+66,154
17-8,9
47/33,1.4242424242424243
63/36,1.75
31*21,651
65*13,845
67*92,6164
78-85,-7
16-17,-1
18+7,25
44-98,-54
37*51,1887
67+25,92
58/76,0.7631578947368421
18+2,20
99+56,155
50-55,-5
37/14,2.642857142857143
68*11,748
26-47,-21
60+55,115
72+39,111
8+73,81
95+6,101
16-31,-15
77-1,76
18*31,558
27-15,12
57*49,2793
6/99,0.06060606060606061
30/49,0.6122448979591837
36+21,57
89/17,5.235294117647059
71*86,6106
94-62,32
83/45,1.8444444444444446
38-65,-27
95+84,179
94*13,1222
32/80,0.4
50-64,-14
40*73,2920
61+38,99
17*39,663
41/45,0.9111111111111111
97/34,2.8529411764705883
93-5,88
28*12,336
77/94,0.8191489361702128
34-29,5
57+84,141
93-13,80
56*12,672
59+47,106
63+21,84
71*89,6319
15/88,0.17045454545454544
76*36,2736
41/5,8.2
56-7,49
10+55,65
42/11,3.8181818181818183
48+34,82
62-34,28
89+44,133
35+29,64
89-82,7
61+15,76
44*89,3916
28/25,1.12
77-49,28
65-19,46
21-82,-61
94/10,9.4
43+53,96
18/73,0.2465753424657534
96*47,4512
61/95,0.6421052631578947
49*23,1127
80*37,2960
85-42,43
36+25,61
35+57,92
92-40,52
89-75,14
30/40,0.75
42+32,74
1+59,60
71/60,1.1833333333333333
1/85,0.011764705882352941
18-18,0
41/75,0.5466666666666666
12-45,-33
33-49,-16
79+45,124
27/84,0.32142857142857145
94/74,1.2702702702702702
27-70,-43
38*96,3648
24-61,-37
64*75,4800
37/2,18.5
38/59,0.6440677966101694
46+19,65
48*95,4560
39-79,-40
22*7,154
75*10,750
43*10,430
37-9,28
32*41,1312
10/96,0.10416666666666667
58*25,1450
87+8,95
57*58,3306
44-60,-16
76-84,-8
25*69,1725
56-20,36
25-7,18
83+47,130
53-59,-6
78-60,18
42*10,420
78*74,5772
33-4,29
90*43,3870
9+6,15
42-98,-56
39*72,2808
76+87,163
81*71,5751
52/20,2.6
92+51,143
30-10,20
44-4,40
44+4,48
8/74,0.10810810810810811
67+24,91
29/35,0.8285714285714286
9/4,2.25
51-52,-1
99/45,2.2
37/6,6.166666666666667
67-66,1
51*76,3876
50+27,77
99*16,1584
72+58,130
44+71,115
10-7,3
30/38,0.7894736842105263
64/96,0.6666666666666666
62-51,11
72/99,0.7272727272727273
69-5,64
18*92,1656
46+79,125
42-60,-18
42/68,0.6176470588235294
66-73,-7
7/27,0.25925925925925924
15+94,109
10-81,-71
29-27,2
30*94,2820
80-4,76
11*77,847
24/45,0.5333333333333333
83*56,4648
32*86,2752
93*96,8928
53*95,5035
65+28,93
13-77,-64
90/59,1.5254237288135593
46/5,9.2
26*82,2132
41*81,3321
22/28,0.7857142857142857
36/37,0.972972972972973
63-24,39
26*33,858
55/10,5.5
35/73,0.4794520547945205
4+39,43
28+65,93
74*37,2738
84/22,3.8181818181818183
25-45,-20
36/38,0.9473684210526315
87-5,82
87*56,4872
9*49,441
38*44,1672
98/65,1.5076923076923077
18/62,0.2903225806451613
56+88,144
12*10,120
35*66,2310
74/95,0.7789473684210526
72/3,24.0
49*8,392
96+41,137
92+21,113
49*72,3528
43+3,46
10-71,-61
88-45,43
89*4,356
44+3,47
54*54,2916
64+19,83
66/64,1.03125
80-49,31
73*30,2190
15+72,87
55*13,715
82*64,5248
50/23,2.1739130434782608
55*80,4400
70/82,0.8536585365853658
78/90,0.8666666666666667
31-6,25
22+12,34
39/26,1.5
18-35,-17
21/19,1.105263157894737
94+99,193
71/77,0.922077922077922
10*48,480
29/82,0.35365853658536583
66/34,1.9411764705882353
20-71,-51
85*42,3570
14/14,1.0
6*75,450
73+66,139
0/93,0.0
59+46,105
77+43,120
90-38,52
7+41,48
10+91,101
54*5,270
17/14,1.2142857142857142
88/67,1.3134328358208955
81+10,91
0+17,17
36*35,1260
22*10,220
67/97,0.6907216494845361
24-76,-52
64+41,105
93+26,119
49/6,8.166666666666666
93+20,113
18+0,18
88/74,1.1891891891891893
33/41,0.8048780487804879
0+31,31
52*89,4628
78/67,1.164179104477612
80+25,105
65-98,-33
37/93,0.3978494623655914
80+51,131
5*15,75
25*27,675
77/31,2.4838709677419355
40-3,37
30-55,-25
92*85,7820
55*36,1980
90/45,2.0
74/71,1.0422535211267605
45*25,1125
57-35,22
66/73,0.9041095890410958
15/79,0.189873417721519
25*55,1375
7-33,-26
96+70,166
87+3,90
18*6,108
74-70,4
52*41,2132
18+73,91
66+25,91
39*20,780
75*56,4200
90-87,3
55+30,85
73-30,43
21-95,-74
99/53,1.8679245283018868
61/68,0.8970588235294118
41-79,-38
42*94,3948
3+37,40
45+34,79
93/51,1.8235294117647058
69+74,143
78/69,1.1304347826086956
60-49,11
80-17,63
24-37,-13
56-78,-22
36*62,2232
55*13,715
69+52,121
32-34,-2
95+19,114
79+98,177
87-28,59
14/20,0.7
48-82,-34
